protocol,src_ip,src_port,dst_ip,dst_port,tcp_flag 
TCP,192.168.1.207,53569,104.19.149.54,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,192.168.1.207,53569,104.19.149.54,443,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,192.168.1.207,53569,104.19.149.54,443,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,192.168.1.207,53569,104.19.149.54,443,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,104.19.149.54,443,192.168.1.207,53569,0x40
TCP,192.168.1.207,53569,104.19.149.54,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,192.168.1.207,53622,23.221.144.28,443,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
TCP,23.221.144.28,443,192.168.1.207,53622,0x40
